first_name,last_name,score,style,YOE,IDE,Programming language,location,Number of github repos contributed to,Employer,OS,job title,age
Kensley,Martin ,4,tabs,6,XCode,Swift,Asia,4,Uber,Windows,SWE 2,31.7
Julianna,Cobb ,10,spaces,17,pyCharm,C#,Europe,0,Instagram,Windows,SWE 1,30.7
Ana,Paul ,2,spaces,21,VSCode,Python,Asia,0,Snapchat,Windows,SWE 2,29
Rylee,Tran ,4,spaces,17,Eclipse,Python,Africa,3,Twitter,Linux,Principal Engineer,39
Ellis,Thomas ,9,spaces,13,Visual Studio,GO,Asia,0,Microsoft,MacOS,Principal Engineer,32.3
Edwin,Pitts ,1,tabs,6,Visual Studio,C#,Africa,0,Facebook,MacOS,Principal Engineer,38.6
Anastasia,Corona ,9,spaces,16,Visual Studio,Python,Europe,0,Google,MacOS,Senior Engineer,32.4
Jaden,Malone ,3,tabs,5,XCode,Java,Africa,3,Apple,Windows,SWE 2,35.5
Maxwell,Mckenzie ,7,spaces,15,VSCode,Python,Antarctica,2,Amazon,Windows,SWE 1,33.8
Rose,Sheppard ,3,tabs,6,pyCharm,C#,Asia,0,Instagram,MacOS,Principal Engineer,38.6
Anna,Wells ,4,spaces,13,XCode,Python,Africa,0,Microsoft,Windows,SWE 2,35.8
Manuel,Keller ,3,spaces,19,Visual Studio,Java,Asia,0,Amazon,Linux,Distinguished Engineer,39.5
Lena,Wallace ,8,spaces,16,Visual Studio,Python,Europe,0,Netflix,MacOS,Principal Engineer,35.7
Phoenix,Nguyen ,10,tabs,7,Vim,Python,North America,0,Apple,Windows,SWE 2,34.8
Warren,Tapia ,9,tabs,9,Visual Studio,C,North America,0,Snapchat,Windows,Senior Engineer,28.9
Amina,O?Connor ,1,tabs,6,Intellij,PHP,Antarctica,0,Apple,Windows,SWE 1,36.5
Lucca,Espinosa ,6,tabs,7,XCode,PHP,Europe,0,Facebook,Windows,SWE 2,30.7
Holden,Perez ,8,tabs,8,XCode,Python,Africa,0,Twitter,Windows,SWE 1,35.8
Callan,Cisneros ,2,spaces,21,Visual Studio,Java,Africa,0,Google,MacOS,Senior Engineer,30.5
Lennon,Pe¤a ,5,tabs,8,Eclipse,C,Europe,0,Twitter,Linux,Distinguished Engineer,43.6
Kyler,Hopkins ,3,tabs,7,pyCharm,R,Antarctica,0,Twitter,Windows,SWE 2,26.4
Wynter,Medrano ,8,spaces,16,Visual Studio,Python,Europe,0,Apple,MacOS,Senior Engineer,33.2
Paislee,Kent ,0,spaces,17,Emacs,C++,Antarctica,0,Instagram,Windows,SWE 1,36.8
Connor,Cole ,3,tabs,7,XCode,C++,Asia,3,Twitter,Windows,SWE 2,39.2
Alexis,Stark ,4,tabs,6,Eclipse,C++,Asia,0,Microsoft,Windows,SWE 1,35.5
Baylor,Atkins ,3,spaces,19,Eclipse,PHP,Europe,0,Uber,MacOS,Principal Engineer,32.1
Sawyer,Correa ,6,spaces,13,Visual Studio,Swift,Europe,0,Apple,Linux,Principal Engineer,40.3
Philip,Reyes ,7,tabs,8,pyCharm,PHP,Africa,0,Snapchat,MacOS,Senior Engineer,32.1
Alana,Castro ,1,tabs,8,Vim,Java,Antarctica,2,Netflix,Windows,SWE 1,31.9
Lilly,Bridges ,6,tabs,8,Visual Studio,C++,Africa,0,Microsoft,MacOS,Senior Engineer,34.8
Porter,Khan ,7,tabs,5,Intellij,Swift,Asia,2,Facebook,Windows,SWE 1,38
Leonidas,Anthony ,9,spaces,15,Visual Studio,Javascript,North America,0,Spotify,MacOS,Senior Engineer,30
Daniel,Costa ,6,spaces,12,Visual Studio,R,Antarctica,0,Twitter,Windows,SWE 1,32
Maia,Ibarra ,5,spaces,16,Visual Studio,Python,Europe,0,Netflix,Linux,Principal Engineer,33.1
Marshall,Ortega ,8,spaces,18,Visual Studio,R,Europe,0,Microsoft,MacOS,Principal Engineer,29.6
Madeleine,Schneider ,10,spaces,19,Vim,Python,North America,1,Snapchat,Windows,SWE 2,32
Nyla,Cisneros ,1,tabs,7,XCode,PHP,Europe,0,Uber,Windows,SWE 1,29.7
Evan,Pruitt ,1,spaces,12,Visual Studio,Python,North America,0,Spotify,Windows,SWE 2,31.3
Matias,Soto ,9,tabs,6,Intellij,C,Asia,0,Apple,Windows,Senior Engineer,23.2
Kamden,Serrano ,8,spaces,15,Eclipse,Python,Africa,0,Facebook,MacOS,Senior Engineer,31.7
Braelynn,Bass ,6,spaces,15,Visual Studio,Python,Africa,0,Snapchat,Windows,SWE 1,21.5
Winston,Gentry ,3,tabs,7,Intellij,PHP,Asia,0,Twitter,MacOS,Principal Engineer,36
Marco,Perry ,3,spaces,13,Visual Studio,GO,Africa,2,Apple,Linux,Distinguished Engineer,34
Roberto,Valentine ,4,tabs,7,VSCode,PHP,Africa,0,Microsoft,MacOS,Senior Engineer,34.8
Charlie,Peck ,10,spaces,13,VSCode,R,North America,0,Google,Windows,SWE 1,31.4
Miracle,Gaines ,6,tabs,6,Intellij,C++,Antarctica,5,Amazon,MacOS,Principal Engineer,34.9
Kora,Rhodes ,10,spaces,13,Visual Studio,Python,North America,0,Microsoft,Windows,SWE 2,35.7
Willow,Charles ,2,spaces,17,Visual Studio,Java,Asia,1,Spotify,MacOS,Senior Engineer,30.1
Norah,Perez ,5,spaces,19,VSCode,C#,Asia,0,Twitter,MacOS,Senior Engineer,34.3
Mariah,Sandoval ,9,spaces,13,Vim,GO,North America,0,Amazon,Windows,SWE 1,29.2
Jocelyn,Enriquez ,5,tabs,5,Intellij,C,Antarctica,0,Uber,Windows,SWE 1,38.4
Melanie,Marsh ,10,tabs,6,Eclipse,Javascript,North America,0,Twitter,Windows,SWE 1,30.9
Keegan,Logan ,3,tabs,8,XCode,C,Asia,0,Uber,Windows,SWE 1,34.6
Lily,Cohen ,4,tabs,6,Eclipse,C,Europe,3,Facebook,MacOS,Principal Engineer,40.5
Olivia,Brady ,5,tabs,8,Eclipse,R,Europe,0,Instagram,Windows,SWE 2,34.3
Cody,Morrow ,4,tabs,9,Emacs,GO,Africa,2,Microsoft,MacOS,Senior Engineer,35
Jaxson,Baxter ,3,spaces,18,Visual Studio,C#,Africa,2,Uber,MacOS,Principal Engineer,32
Kai,Russell ,6,spaces,18,Visual Studio,C++,Africa,1,Amazon,MacOS,Principal Engineer,30.2
Kendall,Williamson ,3,tabs,8,Intellij,C,Asia,0,Microsoft,Linux,Distinguished Engineer,37.5
Gideon,Person ,8,spaces,17,Vim,Java,Antarctica,0,Apple,Windows,Senior Engineer,33.1
Sloane,Zhang ,0,tabs,6,pyCharm,PHP,Asia,0,Spotify,Windows,SWE 1,31.4
Zion,Sheppard ,2,tabs,7,Emacs,PHP,Africa,0,Netflix,Linux,Distinguished Engineer,33.3
Alice,Zimmerman ,2,tabs,8,Visual Studio,PHP,Asia,0,Spotify,MacOS,Principal Engineer,33.4
Alaia,Pi¤eda ,7,spaces,15,VSCode,GO,Africa,5,Amazon,Windows,SWE 2,32.8
Nyla,Simmons ,1,spaces,17,Visual Studio,C++,Antarctica,3,Snapchat,Windows,SWE 2,33.8
Elliott,Savage ,7,spaces,16,Visual Studio,C#,North America,5,Apple,Windows,SWE 2,28.7
Fabian,Doyle ,9,spaces,14,Emacs,PHP,Antarctica,0,Google,Linux,Distinguished Engineer,30.6
Trinity,Harrell ,1,tabs,7,Visual Studio,Java,Europe,0,Snapchat,Windows,SWE 1,27.9
Tucker,Riley ,0,tabs,6,XCode,Python,Asia,0,Spotify,Windows,SWE 1,29
Skye,Mccarty ,7,tabs,8,Intellij,Python,North America,0,Apple,Windows,SWE 1,31.7
Kameron,Simmons ,1,tabs,8,pyCharm,C++,Africa,1,Twitter,MacOS,Principal Engineer,31
Abigail,Durham ,4,spaces,13,XCode,Swift,Antarctica,0,Facebook,Windows,SWE 2,31.9
Wilder,Ramos ,5,tabs,7,Vim,C#,Europe,0,Microsoft,MacOS,Senior Engineer,37.3
Rebecca,Bowen ,8,tabs,6,XCode,R,Africa,0,Microsoft,Windows,Senior Engineer,34.2
Kali,Dudley ,5,tabs,6,Intellij,C++,Europe,3,Twitter,Windows,SWE 2,26.5
Henry,Charles ,2,tabs,7,Visual Studio,PHP,Asia,1,Instagram,Windows,SWE 1,30.2
Jorge,Greer ,6,spaces,15,Visual Studio,Python,Asia,5,Apple,Windows,SWE 2,32.2
Daniel,Campos ,3,tabs,9,Vim,R,Asia,0,Twitter,Linux,Principal Engineer,36.4
Summer,Roman ,1,tabs,9,Eclipse,R,Asia,0,Spotify,Linux,Distinguished Engineer,22.2
Maren,Jennings ,8,spaces,18,Intellij,Python,Antarctica,0,Netflix,Windows,SWE 2,35.1
Isaias,Clements ,5,tabs,6,Emacs,Python,Europe,0,Snapchat,Windows,SWE 2,30.7
Jude,Klein ,8,spaces,13,Visual Studio,C++,Africa,0,Microsoft,Windows,Senior Engineer,30.6
Izabella,Nu¤ez ,5,spaces,21,VSCode,C#,Europe,0,Spotify,Windows,SWE 1,28.2
Everly,Hurley ,4,tabs,6,XCode,C++,Europe,0,Google,Windows,SWE 2,33
Philip,Romero ,6,tabs,8,Eclipse,Python,Africa,0,Microsoft,Windows,SWE 2,29
Adan,Estes ,2,spaces,17,VSCode,C#,Asia,0,Spotify,Linux,Distinguished Engineer,31.1
Sergio,Nava ,9,spaces,14,pyCharm,Javascript,Antarctica,0,Apple,Windows,SWE 1,37.5
Bryan,Hayes ,2,tabs,8,Visual Studio,R,Europe,0,Spotify,Windows,SWE 1,31.8
Moses,Conway ,9,tabs,8,pyCharm,C#,North America,0,Amazon,Windows,SWE 1,35.5
Hayes,Chandler ,2,tabs,8,VSCode,Java,Africa,1,Instagram,MacOS,Principal Engineer,34.7
Natalia,Houston ,8,spaces,17,VSCode,Javascript,Asia,0,Microsoft,MacOS,Senior Engineer,30.9
Lukas,Navarro ,4,spaces,14,VSCode,Python,Antarctica,0,Apple,Windows,SWE 1,35.9
Daxton,Santos ,4,tabs,6,Emacs,Python,Antarctica,0,Uber,Windows,SWE 2,42.2
Evan,Gregory ,9,spaces,14,Vim,GO,North America,2,Microsoft,Windows,SWE 2,32.5
Richard,Robinson ,1,spaces,13,XCode,Python,Asia,2,Amazon,Windows,SWE 1,30.4
Daphne,Morales ,3,tabs,7,Vim,C,Asia,0,Spotify,Windows,SWE 2,37.8
Luka,Shields ,10,tabs,6,Eclipse,Python,Europe,3,Amazon,Linux,Principal Engineer,34.8
Mariana,Trejo ,9,spaces,20,Visual Studio,Javascript,Europe,0,Apple,MacOS,Principal Engineer,31.7
Raymond,Kent ,7,tabs,6,VSCode,Python,Asia,0,Apple,Linux,Distinguished Engineer,31.8
Lucia,Horn ,9,spaces,15,pyCharm,Javascript,North America,2,Snapchat,Linux,Principal Engineer,41.3
Joel,Mu¤oz ,1,tabs,8,pyCharm,C,Asia,2,Spotify,Windows,SWE 2,34.7
Taylor,Barr ,9,spaces,17,VSCode,Java,Asia,0,Snapchat,Windows,SWE 2,33.1
Amira,Tate ,6,spaces,14,pyCharm,R,Europe,0,Apple,Windows,SWE 1,30.1
Lane,Spears ,4,spaces,15,Intellij,GO,Africa,4,Facebook,Windows,SWE 1,32.8
Jayce,Pe¤a ,9,spaces,17,Visual Studio,GO,Europe,0,Spotify,Windows,SWE 2,35.8
Tucker,Roman ,5,spaces,19,pyCharm,Javascript,Europe,2,Netflix,Windows,SWE 2,39
Tucker,Jennings ,7,spaces,20,Intellij,Javascript,North America,0,Apple,Windows,SWE 2,33.5
Bentley,Wolf ,9,tabs,7,Emacs,GO,North America,0,Microsoft,Windows,Senior Engineer,39
Emery,Brewer ,3,tabs,6,Emacs,C#,Europe,0,Snapchat,Windows,SWE 1,41.2
Julianna,Weiss ,7,tabs,8,pyCharm,Python,Antarctica,1,Amazon,Windows,SWE 1,41.5
Nathan,Li ,2,tabs,8,VSCode,Javascript,Antarctica,0,Google,Linux,Principal Engineer,33.7
Cameron,Blackburn ,4,tabs,9,Visual Studio,Python,Europe,0,Microsoft,Windows,SWE 1,33.8
Emilio,Quintero ,2,tabs,9,Visual Studio,C,Europe,0,Snapchat,MacOS,Senior Engineer,31.9
Angel,Hogan ,3,tabs,5,VSCode,C,Africa,0,Microsoft,Linux,Distinguished Engineer,41.1
Rocco,Robertson ,5,tabs,6,XCode,Java,Antarctica,3,Facebook,Windows,SWE 2,36.2
Jayla,Sutton ,4,spaces,16,VSCode,R,Asia,3,Uber,Windows,SWE 2,35.2
Aziel,Morton ,8,spaces,16,Visual Studio,C#,Africa,0,Apple,Windows,SWE 1,30
Kairo,Luna ,5,tabs,7,Visual Studio,Python,Antarctica,0,Microsoft,Windows,SWE 1,31.4
Hector,Park ,3,spaces,15,XCode,Python,Antarctica,4,Instagram,Linux,Distinguished Engineer,33.7
Jordan,Malone ,4,tabs,5,VSCode,C++,Antarctica,2,Instagram,Linux,Principal Engineer,36.2
Karson,Guerrero ,4,spaces,16,VSCode,Javascript,Europe,2,Snapchat,Linux,Principal Engineer,36.5
Milan,Silva ,10,spaces,14,Eclipse,GO,Africa,0,Twitter,Linux,Principal Engineer,33
Helen,Valentine ,4,tabs,7,XCode,Javascript,Europe,2,Snapchat,Windows,SWE 1,35
Blake,Ventura ,9,tabs,5,Vim,C#,North America,4,Spotify,Windows,Senior Engineer,22.5
Killian,Sutton ,5,spaces,15,pyCharm,C,Antarctica,0,Amazon,MacOS,Principal Engineer,37.3
Lilliana,Dixon ,8,spaces,15,Emacs,C#,Europe,0,Snapchat,Windows,SWE 2,31.5
Oakley,Rose ,1,tabs,9,Intellij,PHP,Europe,1,Facebook,MacOS,Senior Engineer,28.2
Jordan,Castaneda ,6,spaces,17,Eclipse,Java,North America,1,Facebook,Windows,SWE 2,32
George,Chavez ,1,spaces,15,Visual Studio,Javascript,Europe,0,Microsoft,Linux,Distinguished Engineer,29.9
Camila,Black ,3,tabs,5,pyCharm,Python,Europe,0,Uber,Windows,SWE 1,30
Joaquin,Schmidt ,5,spaces,14,Visual Studio,Javascript,Europe,0,Facebook,Windows,SWE 1,32.4
Kylo,Glass ,1,tabs,8,XCode,Java,Asia,0,Instagram,MacOS,Senior Engineer,29.6
Malia,Reeves ,9,spaces,15,Visual Studio,C++,North America,0,Microsoft,Windows,SWE 1,35.9
Quinn,Bernal ,8,spaces,16,pyCharm,Swift,North America,0,Facebook,MacOS,Senior Engineer,31.1
Kaylani,Mata ,5,spaces,13,pyCharm,C#,North America,3,Netflix,Windows,SWE 2,39.6
Aspen,Woods ,7,tabs,8,VSCode,R,Antarctica,2,Facebook,Windows,SWE 1,28.6
Riley,Pratt ,4,tabs,6,Visual Studio,Python,Europe,0,Facebook,MacOS,Senior Engineer,27.3
Emily,Boyer ,2,tabs,7,Intellij,PHP,Antarctica,2,Microsoft,Windows,Senior Engineer,30.1
Walker,Russell ,10,spaces,19,XCode,Python,Africa,0,Amazon,Windows,SWE 2,31.2
Edith,Mcfarland ,8,spaces,17,Visual Studio,Java,Asia,3,Twitter,Linux,Principal Engineer,34.3
Phoenix,Neal ,9,spaces,13,pyCharm,C,Antarctica,2,Apple,Windows,SWE 1,33.8
Evelynn,?vila ,1,tabs,7,VSCode,C,Africa,0,Spotify,Linux,Distinguished Engineer,36.5
Ava,Atkinson ,2,tabs,7,VSCode,C++,Antarctica,0,Uber,Windows,SWE 2,27.5
Kamryn,Cohen ,3,spaces,18,Visual Studio,PHP,Antarctica,0,Spotify,Linux,Distinguished Engineer,32.7
Xander,Cortz ,2,tabs,5,XCode,PHP,Asia,1,Microsoft,MacOS,Senior Engineer,30.7
Dominick,Sanford ,6,tabs,6,Visual Studio,Python,Asia,0,Microsoft,MacOS,Principal Engineer,33
Dallas,Matthews ,4,tabs,7,Eclipse,R,Europe,3,Facebook,Linux,Principal Engineer,41.4
Elsie,Schmidt ,7,tabs,7,Eclipse,C#,North America,0,Apple,MacOS,Senior Engineer,28.5
Giovanni,Zavala ,2,tabs,6,XCode,C,Europe,0,Twitter,MacOS,Principal Engineer,33.3
Serena,Waters ,0,tabs,8,VSCode,PHP,Antarctica,0,Snapchat,Windows,SWE 2,34.5
Ibrahim,Webb ,3,spaces,15,XCode,Swift,Antarctica,0,Instagram,Windows,SWE 1,24.5
Noah,Reyes ,9,tabs,5,Visual Studio,Swift,Europe,0,Microsoft,Windows,SWE 2,29.7
Alivia,Morse ,3,tabs,7,VSCode,Python,Asia,2,Uber,Linux,Distinguished Engineer,37.2
Amari,Bean ,8,spaces,18,VSCode,Java,Europe,0,Microsoft,MacOS,Senior Engineer,34.4
Harvey,Singleton ,1,spaces,14,Eclipse,Python,Africa,0,Netflix,Windows,SWE 1,31.5
Paige,Morris ,5,tabs,6,pyCharm,Python,Africa,2,Apple,Windows,SWE 1,30.7
Lauren,Hoover ,2,tabs,9,XCode,PHP,Asia,0,Twitter,MacOS,Senior Engineer,28.2
Alyssa,Mcclain ,0,tabs,7,Intellij,C,Antarctica,0,Apple,Linux,Principal Engineer,33.8
Valerie,Sullivan ,7,tabs,6,Eclipse,Java,North America,0,Microsoft,MacOS,Senior Engineer,38.7
Paislee,Lu ,9,tabs,5,Eclipse,C#,Antarctica,0,Microsoft,Windows,SWE 2,32.7
Oakley,Peralta ,9,tabs,8,VSCode,C#,Antarctica,0,Microsoft,Linux,Principal Engineer,33.2
Juliette,Montoya ,4,tabs,6,Emacs,R,Africa,0,Snapchat,MacOS,Senior Engineer,35.3
Jeffrey,Beil ,7,spaces,16,Visual Studio,C++,Europe,0,Uber,Windows,SWE 2,34.8
Averie,Wagner ,9,spaces,15,VSCode,Python,Asia,0,Spotify,Windows,SWE 1,30
Dahlia,Zamora ,10,spaces,19,Visual Studio,PHP,North America,0,Instagram,Windows,SWE 1,32.8
Madeline,Valdez ,4,spaces,18,Emacs,Python,Africa,0,Apple,MacOS,Senior Engineer,38
Hailey,Portillo ,4,tabs,8,Visual Studio,PHP,Antarctica,3,Facebook,Windows,SWE 2,40.3
Iris,Ford ,3,tabs,5,Intellij,C#,Europe,1,Uber,MacOS,Principal Engineer,27.2
Azalea,Kemp ,2,tabs,8,Eclipse,C,Antarctica,0,Snapchat,Windows,SWE 1,31.4
Haisley,Austin ,10,spaces,16,Visual Studio,R,Antarctica,1,Microsoft,Windows,SWE 1,31.1
Tatum,Clarke ,9,spaces,14,Eclipse,PHP,North America,0,Microsoft,Linux,Principal Engineer,34.5
Ophelia,Suarez ,4,tabs,5,VSCode,Java,Antarctica,0,Uber,Windows,SWE 1,29.6
Meadow,Fernandez ,8,spaces,13,XCode,C#,Antarctica,0,Snapchat,Linux,Distinguished Engineer,31.2
Margaret,Sanchez ,8,spaces,15,VSCode,C,Antarctica,2,Facebook,MacOS,Principal Engineer,32.1
Kingston,Cannon ,9,spaces,18,Visual Studio,C++,North America,0,Uber,Windows,SWE 2,42.5
Lilliana,Mata ,6,spaces,18,pyCharm,C#,Europe,0,Amazon,Windows,SWE 1,38.4
Elianna,Lane ,8,spaces,14,Eclipse,Python,North America,0,Amazon,Windows,Senior Engineer,32.8
Damon,Green ,6,spaces,19,Eclipse,C,Antarctica,0,Amazon,Windows,SWE 1,28
Bailey,Norman ,4,tabs,7,Intellij,Swift,Antarctica,0,Google,Windows,SWE 1,38
Autumn,Keith ,5,spaces,18,Emacs,C#,Antarctica,0,Netflix,Windows,SWE 1,30.7
Asher,Ray ,1,tabs,7,Intellij,C,Africa,0,Microsoft,Linux,Distinguished Engineer,30.7
Raegan,Wade ,1,tabs,7,VSCode,PHP,Asia,0,Twitter,Windows,SWE 2,40.3
Destiny,Andersen ,4,tabs,6,XCode,C#,Europe,0,Twitter,Windows,SWE 1,26.7
Mabel,Kaur ,0,tabs,9,Eclipse,C++,Europe,0,Instagram,MacOS,Senior Engineer,32.1
Ruth,Chang ,9,spaces,14,Visual Studio,Javascript,North America,0,Spotify,Windows,SWE 2,33
Uriel,Gibbs ,1,tabs,6,Visual Studio,C++,North America,0,Spotify,Linux,Distinguished Engineer,34.8
Claire,Frost ,7,spaces,18,Visual Studio,R,North America,0,Facebook,Windows,SWE 1,34.7
Jesse,Kline ,9,tabs,7,VSCode,C#,Antarctica,0,Apple,Windows,Senior Engineer,29.6
Archie,Strickland ,8,spaces,18,Visual Studio,Javascript,North America,0,Microsoft,Windows,SWE 2,35.7
Sara,Chandler ,6,spaces,16,Visual Studio,C++,Antarctica,0,Instagram,MacOS,Senior Engineer,38.5
Luis,Ahmed ,5,spaces,16,Visual Studio,Python,Europe,3,Uber,MacOS,Principal Engineer,34.5
Solomon,Osborne ,6,tabs,9,Eclipse,Swift,Europe,0,Microsoft,Linux,Principal Engineer,29.4
Autumn,Bean ,5,spaces,16,Visual Studio,C#,Africa,1,Facebook,Windows,SWE 1,39.9
Nayeli,Cisneros ,2,tabs,8,VSCode,GO,Europe,0,Netflix,MacOS,Senior Engineer,29.8
Hannah,Mosley ,7,tabs,6,Eclipse,Swift,Asia,0,Apple,Windows,SWE 1,34.1
Kai,Gentry ,8,tabs,7,pyCharm,C#,Europe,5,Microsoft,MacOS,Senior Engineer,34.7
Nylah,Massey ,3,tabs,8,Visual Studio,C#,Asia,0,Uber,MacOS,Senior Engineer,33.6
Everett,Mckay ,10,spaces,12,Visual Studio,Javascript,Antarctica,0,Apple,MacOS,Principal Engineer,34
Nyla,Deleon ,0,tabs,8,Intellij,Python,Europe,0,Facebook,Windows,SWE 1,38
Averie,Bennett ,6,tabs,8,Eclipse,PHP,North America,0,Facebook,Linux,Principal Engineer,30
Killian,Knight ,0,spaces,21,Visual Studio,PHP,Antarctica,0,Uber,Windows,Senior Engineer,32
Angel,Gray ,4,spaces,15,XCode,Javascript,North America,3,Netflix,MacOS,Senior Engineer,43.4
Margaret,French ,9,spaces,15,Intellij,Swift,Africa,0,Facebook,Windows,SWE 1,29.5
John,Mcintyre ,1,tabs,7,Emacs,C#,Africa,0,Uber,MacOS,Principal Engineer,21.5
Griffin,Ochoa ,7,tabs,5,XCode,Swift,Africa,0,Snapchat,MacOS,Senior Engineer,36.4
Tatum,Donaldson ,9,spaces,20,pyCharm,Javascript,Antarctica,5,Facebook,Windows,SWE 2,39.7
Jordan,Hale ,9,spaces,12,Visual Studio,GO,Antarctica,0,Microsoft,Windows,SWE 2,35.8
Austin,Black ,10,spaces,20,Visual Studio,GO,North America,0,Google,Windows,SWE 1,39.4
Eva,Peterson ,4,tabs,7,Intellij,PHP,Asia,2,Twitter,Windows,SWE 2,38.4
Ariyah,Lambert ,8,spaces,17,Visual Studio,C++,Europe,0,Netflix,Windows,SWE 2,32.9
Millie,Wolfe ,0,tabs,9,Eclipse,C++,Europe,0,Spotify,Windows,Senior Engineer,34.9
Chase,Walton ,2,spaces,18,Intellij,Javascript,Europe,1,Uber,Windows,SWE 2,26.6
Nylah,Rollins ,2,tabs,9,VSCode,Python,Europe,1,Facebook,Windows,Senior Engineer,30.8
Giovanni,Gates ,4,tabs,7,Eclipse,C,Antarctica,0,Microsoft,Windows,SWE 2,34.6
Amy,Graham ,8,spaces,16,Visual Studio,R,Asia,0,Netflix,Windows,Senior Engineer,31.1
Chance,Ayers ,10,tabs,6,Eclipse,Java,Asia,0,Amazon,Windows,SWE 1,29
Tanner,Knapp ,0,tabs,6,Eclipse,C#,Antarctica,0,Instagram,Windows,SWE 2,30.2
Cash,Molina ,5,spaces,13,Visual Studio,Java,Europe,4,Facebook,Windows,SWE 2,36.7
Brooke,Rangel ,7,tabs,5,Eclipse,C,North America,0,Uber,MacOS,Principal Engineer,32.9
Forrest,Mu¤oz ,5,spaces,15,Visual Studio,C#,Antarctica,0,Spotify,MacOS,Senior Engineer,34.8
Damian,Reese ,1,tabs,8,Eclipse,C,Africa,0,Microsoft,MacOS,Senior Engineer,32.8
Kaylee,Shaffer ,8,spaces,15,Visual Studio,R,Africa,0,Facebook,Windows,SWE 1,28.5
Luna,Sweeney ,6,spaces,18,VSCode,GO,Europe,0,Microsoft,Windows,SWE 2,31.8
Damon,Navarro ,2,tabs,8,Intellij,Java,Africa,0,Spotify,Windows,SWE 2,29.3
Archie,Rivera ,6,spaces,16,XCode,Swift,Europe,5,Microsoft,Windows,SWE 1,34.5
Nicole,Graham ,2,spaces,17,Visual Studio,Java,Asia,0,Twitter,Windows,SWE 1,29.7
Alejandro,Wiggins ,3,tabs,6,XCode,Python,Antarctica,0,Snapchat,Windows,SWE 2,36.1
Regina,Rocha ,5,tabs,9,Visual Studio,Swift,Asia,0,Snapchat,Linux,Principal Engineer,32.4
Liana,Jensen ,1,tabs,7,XCode,Python,Antarctica,0,Spotify,Linux,Distinguished Engineer,28.7
Victor,Newman ,2,spaces,13,Visual Studio,PHP,Africa,3,Apple,Windows,SWE 1,34.3
Adriel,Small ,1,spaces,15,Visual Studio,C++,Asia,0,Instagram,Windows,SWE 1,31.7
Lucille,Dean ,0,tabs,7,pyCharm,Java,Asia,0,Microsoft,Windows,SWE 2,32.2
Amina,Fitzgerald ,3,spaces,15,Visual Studio,Java,Europe,0,Snapchat,Windows,SWE 2,34.3
Harlow,Michael ,8,spaces,18,Emacs,Python,Europe,0,Twitter,Windows,SWE 2,31.7
Hunter,Kim ,4,tabs,8,VSCode,GO,Europe,2,Uber,Windows,SWE 1,32.2
Cairo,Orozco ,4,spaces,13,Visual Studio,Python,Asia,0,Uber,Windows,SWE 1,33.6
Charleigh,Perkins ,6,tabs,5,pyCharm,Python,Asia,0,Uber,Windows,SWE 1,29
Kylo,Berger ,3,tabs,5,Vim,Python,Europe,0,Facebook,Windows,SWE 1,34.7
Leonidas,Green ,5,tabs,8,Visual Studio,Java,Asia,0,Instagram,Windows,SWE 1,27.8
Odin,Harrington ,3,tabs,8,Vim,Java,Europe,0,Twitter,Windows,SWE 1,38.3
Jayce,Mason ,1,tabs,8,Vim,C#,Asia,0,Facebook,Windows,SWE 2,29
Emmanuel,Calderon ,9,tabs,9,XCode,PHP,Europe,0,Google,Windows,Senior Engineer,35.7
Aitana,Villalobos ,2,tabs,6,Vim,Swift,Antarctica,0,Facebook,Windows,SWE 2,33.3
Daxton,Erickson ,8,spaces,16,pyCharm,GO,North America,0,Google,MacOS,Principal Engineer,34.3
Leighton,Dawson ,10,spaces,19,VSCode,Javascript,North America,2,Apple,Windows,SWE 2,39.5
Zyaire,Bender ,9,spaces,15,VSCode,C#,Asia,0,Snapchat,Windows,SWE 1,30.4
Emelia,Cortes ,8,spaces,13,Visual Studio,Java,North America,5,Microsoft,MacOS,Senior Engineer,29.2
Serena,Novak ,6,spaces,17,Vim,Swift,Africa,4,Amazon,MacOS,Senior Engineer,30.5
Emilia,Leon ,5,spaces,13,Visual Studio,Swift,Europe,1,Instagram,MacOS,Senior Engineer,34.9
Dahlia,Horton ,7,spaces,18,pyCharm,C++,North America,0,Microsoft,MacOS,Principal Engineer,25.8
Christian,Rangel ,3,tabs,8,pyCharm,Python,Africa,0,Uber,Windows,SWE 2,33.1
Lilith,James ,6,tabs,7,Visual Studio,Javascript,Europe,2,Twitter,MacOS,Senior Engineer,31.3
Tobias,Dunn ,4,tabs,5,VSCode,Swift,Africa,0,Uber,Windows,SWE 1,23.7
Wade,Powers ,6,tabs,5,XCode,Python,North America,0,Netflix,Windows,SWE 2,30
Sloane,Trevino ,3,tabs,5,XCode,C++,Asia,0,Twitter,Linux,Distinguished Engineer,33.9
Aliyah,Clay ,9,spaces,14,VSCode,C,North America,0,Uber,Linux,Principal Engineer,35.1
August,Hicks ,1,spaces,18,Visual Studio,Java,Asia,0,Snapchat,Linux,Distinguished Engineer,31.8
Brooklynn,Rivas ,2,tabs,9,Eclipse,Java,Antarctica,0,Uber,Windows,SWE 2,33.4
Beckett,Graham ,3,tabs,8,Intellij,C,Africa,0,Facebook,Linux,Distinguished Engineer,32.7
